entity_id,repo_name,component_path,service_tier,programming_language,domain,archetype,lines_of_code,cyclomatic_complexity,cognitive_complexity,code_smells_count,code_duplication_pct,security_hotspots_count,dependency_count,outdated_dependencies_pct,churn_lines_last_30d,commits_last_90d,distinct_authors_last_90d,ownership_entropy,avg_pr_review_time_hrs,pr_rework_rate,unit_test_coverage_pct,ci_build_failure_rate,defects_reported_last_90d,production_incidents_last_180d,mttr_incident_mins,sprint_velocity_drag_pct,monthly_maintenance_hours
TD-00557,user-profile-api,user-profile-api/handlers/api/legacy_sync_17.py,Tier_2,Python,User Management,average,811,22,26,8,6.79,0,17,31.37,536,18,4,0.569,13.7,0.209,46.53,0.098,1,0,54,18.6,17.0
TD-00558,analytics-etl,analytics-etl/utils/helpers/parser_10.py,Tier_3,Python,Data/BI,dormant_legacy,1784,39,49,45,30.03,1,18,50.61,39,2,1,0.03,23.7,0.174,38.29,0.145,0,1,83,13.5,6.5
TD-00559,analytics-etl,analytics-etl/services/core/validator_13.py,Tier_3,Python,Data/BI,average,1084,15,15,10,9.38,0,10,23.77,160,5,2,0.614,35.5,0.171,72.5,0.117,0,1,43,9.4,15.6
TD-00560,internal-admin-portal,internal-admin-portal/src/state/aggregator_7.tsx,Tier_3,TypeScript,Backoffice,healthy_active,260,10,10,2,4.8,0,10,8.23,677,39,4,0.548,13.7,0.044,89.68,0.053,1,0,29,4.7,6.1
TD-00561,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/repository/processor_2.java,Tier_3,Java,Reporting,healthy_active,594,8,9,2,1.39,0,11,13.02,745,30,7,0.435,14.6,0.038,81.05,0.07,0,0,36,2.0,5.8
TD-00562,inventory-worker,inventory-worker/utils/helpers/rule_engine_16.py,Tier_2,Python,Supply Chain,healthy_active,758,5,5,4,2.31,0,14,5.48,611,33,2,0.412,11.8,0.069,85.38,0.028,0,0,39,3.1,4.1
TD-00563,inventory-worker,inventory-worker/tasks/workers/processor_4.py,Tier_2,Python,Supply Chain,legacy_hotspot,2188,85,146,28,23.69,1,29,25.58,1245,33,16,0.765,61.6,0.417,8.52,0.166,9,2,161,59.4,45.3
TD-00564,search-indexer,search-indexer/src/main/scala/engine/parser_9.scala,Tier_2,Scala,Search/Discovery,legacy_hotspot,5505,64,94,33,24.23,1,37,49.49,1582,37,11,0.662,47.8,0.415,22.71,0.203,6,2,141,59.1,45.9
TD-00565,notification-dispatcher,notification-dispatcher/src/lib/session_handler_2.js,Tier_2,Node.js,Communications,healthy_active,768,5,4,1,2.73,0,4,0.37,983,37,5,0.26,15.3,0.096,86.72,0.048,0,0,32,4.4,6.5
TD-00566,search-indexer,search-indexer/src/main/scala/engine/rule_engine_18.scala,Tier_2,Scala,Search/Discovery,dormant_legacy,1680,24,34,21,30.41,0,14,62.78,77,3,0,0.23,36.4,0.228,37.53,0.088,0,1,86,9.2,9.4
TD-00567,user-profile-api,user-profile-api/models/data/client_pool_10.py,Tier_2,Python,User Management,average,1091,21,21,10,10.87,0,10,28.78,388,19,2,0.368,13.9,0.191,54.74,0.143,2,0,51,13.8,9.3
TD-00568,auth-service,auth-service/pkg/client/client_pool_15.go,Tier_1,Go,Security/IAM,average,1280,27,28,11,4.09,0,7,27.57,144,10,3,0.374,32.8,0.138,67.51,0.106,2,0,86,9.5,18.5
TD-00569,internal-admin-portal,internal-admin-portal/src/hooks/state_machine_20.tsx,Tier_3,TypeScript,Backoffice,legacy_hotspot,1717,110,173,65,42.28,2,38,35.47,1121,100,5,0.668,74.8,0.28,10.91,0.146,4,4,164,33.7,38.4
TD-00570,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/service/manager_4.java,Tier_3,Java,Reporting,average,921,16,19,15,7.38,0,13,23.54,497,15,4,0.454,18.9,0.101,60.84,0.111,1,0,79,14.0,17.9
TD-00571,search-indexer,search-indexer/src/main/scala/index/exporter_11.scala,Tier_2,Scala,Search/Discovery,healthy_active,666,10,10,3,4.42,0,6,13.94,1319,43,7,0.562,7.2,0.091,87.96,0.048,0,0,34,1.7,2.1
TD-00572,internal-admin-portal,internal-admin-portal/src/hooks/exporter_5.tsx,Tier_3,TypeScript,Backoffice,healthy_active,801,13,13,1,4.72,0,5,6.78,585,41,7,0.54,17.7,0.036,87.64,0.078,0,0,27,3.1,1.4
TD-00573,user-profile-api,user-profile-api/tasks/workers/client_pool_13.py,Tier_2,Python,User Management,average,1803,23,26,13,13.86,0,18,34.69,387,12,5,0.318,27.7,0.199,73.27,0.16,0,0,112,10.2,18.0
TD-00574,internal-admin-portal,internal-admin-portal/src/pages/admin/processor_2.tsx,Tier_3,TypeScript,Backoffice,healthy_active,370,5,4,1,3.36,0,12,8.39,463,44,4,0.51,11.6,0.035,84.28,0.051,1,0,41,1.0,4.9
TD-00575,order-management,order-management/src/main/java/com/platform/repository/exporter_16.java,Tier_1,Java,Core Business,dormant_legacy,963,78,113,74,8.95,1,20,55.83,24,3,1,0.016,38.5,0.079,46.61,0.031,1,0,118,14.4,4.8
TD-00576,internal-admin-portal,internal-admin-portal/src/state/manager_20.tsx,Tier_3,TypeScript,Backoffice,average,1632,16,22,5,11.25,0,10,29.62,245,7,2,0.411,26.4,0.135,57.07,0.128,1,0,72,12.5,10.5
TD-00577,internal-admin-portal,internal-admin-portal/src/components/forms/session_handler_20.tsx,Tier_3,TypeScript,Backoffice,healthy_active,857,9,9,2,4.78,0,7,0.96,610,43,4,0.452,15.1,0.037,81.82,0.047,0,0,20,6.3,6.7
TD-00578,notification-dispatcher,notification-dispatcher/src/controllers/router_20.js,Tier_2,Node.js,Communications,dormant_legacy,1242,54,63,30,15.82,0,15,53.15,43,2,0,0.246,22.9,0.05,20.69,0.135,0,0,71,15.4,10.6
TD-00579,inventory-worker,inventory-worker/tasks/workers/session_handler_17.py,Tier_2,Python,Supply Chain,dormant_legacy,2916,53,68,18,31.59,0,10,29.88,49,1,0,0.328,17.2,0.177,41.13,0.141,2,0,23,5.0,9.3
TD-00580,internal-admin-portal,internal-admin-portal/src/state/cache_adapter_19.tsx,Tier_3,TypeScript,Backoffice,healthy_active,599,6,5,1,0.62,0,4,9.98,186,39,7,0.223,12.2,0.055,93.18,0.035,0,0,44,6.9,3.6
TD-00581,inventory-worker,inventory-worker/utils/helpers/state_machine_1.py,Tier_2,Python,Supply Chain,dormant_legacy,1330,54,68,17,10.12,0,5,58.18,29,1,0,0.16,15.7,0.155,40.71,0.092,0,0,96,13.3,7.9
TD-00582,notification-dispatcher,notification-dispatcher/src/services/query_builder_4.js,Tier_2,Node.js,Communications,average,803,27,27,13,8.63,0,11,20.76,455,12,2,0.37,23.9,0.206,54.67,0.118,3,1,67,16.6,16.2
TD-00583,search-indexer,search-indexer/src/main/scala/pipeline/dispatcher_1.scala,Tier_2,Scala,Search/Discovery,dormant_legacy,957,108,144,27,22.33,0,19,61.82,132,1,1,0.254,37.9,0.094,25.86,0.029,0,1,56,9.2,3.3
TD-00584,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/util/dispatcher_19.java,Tier_3,Java,Reporting,dormant_legacy,1105,90,124,11,30.09,1,14,32.29,26,0,1,0.244,18.3,0.064,31.85,0.042,1,0,93,12.4,4.8
TD-00585,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/controller/cache_adapter_2.java,Tier_3,Java,Reporting,legacy_hotspot,2303,131,219,19,27.54,1,25,69.27,1324,42,11,0.705,54.9,0.377,7.3,0.241,5,3,130,45.7,44.3
TD-00586,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/util/manager_17.java,Tier_3,Java,Reporting,legacy_hotspot,2532,119,205,29,37.91,0,32,27.24,3416,51,9,0.795,74.3,0.293,36.68,0.33,6,4,89,40.8,66.7
TD-00587,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/util/manager_8.java,Tier_3,Java,Reporting,average,1064,16,18,10,8.6,0,10,32.94,201,15,3,0.479,16.6,0.202,48.13,0.04,1,0,73,20.9,6.6
TD-00588,payment-gateway,payment-gateway/internal/middleware/cache_adapter_4.go,Tier_1,Go,Fintech/Checkout,dormant_legacy,1170,53,75,13,13.35,1,6,62.43,21,0,0,0.133,34.5,0.181,30.29,0.105,0,0,67,13.2,8.4
TD-00589,user-profile-api,user-profile-api/services/core/legacy_sync_11.py,Tier_2,Python,User Management,healthy_active,965,12,12,0,1.06,0,14,3.02,186,47,5,0.303,8.9,0.041,88.29,0.059,0,0,43,2.0,2.1
TD-00590,search-indexer,search-indexer/src/main/scala/engine/router_7.scala,Tier_2,Scala,Search/Discovery,healthy_active,622,6,5,0,1.14,0,12,1.44,354,69,7,0.529,13.1,0.049,93.22,0.045,0,0,35,7.8,7.6
TD-00591,search-indexer,search-indexer/src/main/scala/pipeline/exporter_20.scala,Tier_2,Scala,Search/Discovery,legacy_hotspot,2363,104,156,44,12.21,0,12,26.82,1648,78,11,0.702,70.7,0.61,28.42,0.218,9,0,190,46.9,29.6
TD-00592,analytics-etl,analytics-etl/services/core/cache_adapter_5.py,Tier_3,Python,Data/BI,dormant_legacy,1081,35,45,15,12.21,1,6,63.66,72,0,1,0.072,25.3,0.153,22.29,0.099,1,0,47,14.5,10.0
TD-00593,internal-admin-portal,internal-admin-portal/src/components/forms/client_pool_11.tsx,Tier_3,TypeScript,Backoffice,dormant_legacy,1378,69,95,19,23.04,2,9,60.15,66,3,1,0.177,22.6,0.189,46.52,0.062,0,0,106,7.6,9.9
TD-00594,analytics-etl,analytics-etl/tasks/workers/router_11.py,Tier_3,Python,Data/BI,average,657,22,26,10,6.91,1,20,22.98,388,10,5,0.531,22.5,0.13,67.63,0.079,3,0,59,21.6,19.7
TD-00595,order-management,order-management/src/main/java/com/platform/util/parser_18.java,Tier_1,Java,Core Business,legacy_hotspot,3106,82,133,38,33.66,0,31,77.69,883,53,13,0.681,68.8,0.362,13.77,0.141,5,5,164,31.1,55.3
TD-00596,notification-dispatcher,notification-dispatcher/src/queues/session_handler_9.js,Tier_2,Node.js,Communications,average,1087,20,20,4,10.37,0,8,30.44,271,18,3,0.479,13.9,0.162,45.94,0.053,2,0,41,19.7,16.1
TD-00597,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/util/aggregator_8.java,Tier_3,Java,Reporting,legacy_hotspot,1919,102,163,63,35.85,1,39,81.91,1141,35,12,0.978,74.8,0.264,32.12,0.2,6,3,215,56.5,25.9
TD-00598,inventory-worker,inventory-worker/tasks/workers/dispatcher_8.py,Tier_2,Python,Supply Chain,healthy_active,360,3,2,3,4.94,0,13,11.16,649,68,3,0.588,8.8,0.1,93.33,0.054,0,0,47,4.9,5.3
TD-00599,inventory-worker,inventory-worker/models/data/cache_adapter_7.py,Tier_2,Python,Supply Chain,legacy_hotspot,3867,78,97,23,32.56,0,36,27.35,1043,65,8,0.966,83.9,0.515,9.54,0.326,7,3,87,34.1,73.2
TD-00600,analytics-etl,analytics-etl/models/data/legacy_sync_12.py,Tier_3,Python,Data/BI,healthy_active,495,11,12,5,0.39,0,7,9.4,483,48,2,0.542,10.7,0.082,79.43,0.045,0,0,41,4.7,4.1
TD-00601,internal-admin-portal,internal-admin-portal/src/hooks/dispatcher_4.tsx,Tier_3,TypeScript,Backoffice,dormant_legacy,1003,60,68,25,20.65,0,13,32.21,72,1,1,0.298,20.2,0.052,25.38,0.057,2,0,108,12.1,2.9
TD-00602,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/util/parser_13.java,Tier_3,Java,Reporting,healthy_active,320,17,18,2,3.39,0,3,6.74,331,29,3,0.468,9.1,0.095,93.66,0.037,0,0,37,6.1,2.3
TD-00603,notification-dispatcher,notification-dispatcher/src/controllers/dispatcher_2.js,Tier_2,Node.js,Communications,average,736,26,29,13,14.02,0,17,31.2,519,12,3,0.642,26.1,0.151,60.69,0.066,1,0,68,16.0,18.8
TD-00604,inventory-worker,inventory-worker/services/core/session_handler_15.py,Tier_2,Python,Supply Chain,legacy_hotspot,2737,85,125,38,37.91,0,33,60.4,1138,63,15,0.83,93.1,0.549,32.9,0.219,7,4,224,52.8,39.1
TD-00605,inventory-worker,inventory-worker/utils/helpers/aggregator_7.py,Tier_2,Python,Supply Chain,average,925,12,14,12,15.2,0,18,22.5,171,16,2,0.314,15.3,0.12,52.6,0.114,1,0,64,8.1,12.9
TD-00606,internal-admin-portal,internal-admin-portal/src/hooks/parser_18.tsx,Tier_3,TypeScript,Backoffice,healthy_active,328,12,12,2,0.6,0,10,7.91,874,40,5,0.329,8.6,0.076,93.34,0.037,0,0,49,3.0,2.5
TD-00607,inventory-worker,inventory-worker/handlers/api/validator_20.py,Tier_2,Python,Supply Chain,dormant_legacy,1597,49,56,14,15.3,0,10,67.64,5,3,0,0.128,18.4,0.07,40.51,0.043,0,0,109,5.5,11.6
TD-00608,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/controller/aggregator_2.java,Tier_3,Java,Reporting,healthy_active,619,7,6,2,2.17,0,13,0.06,433,78,7,0.59,13.0,0.066,83.49,0.026,0,0,40,2.8,4.2
TD-00609,internal-admin-portal,internal-admin-portal/src/components/forms/query_builder_8.tsx,Tier_3,TypeScript,Backoffice,healthy_active,539,17,19,4,3.62,0,3,8.21,351,39,2,0.496,15.7,0.095,80.59,0.054,0,0,39,5.6,3.7
TD-00610,payment-gateway,payment-gateway/pkg/handler/router_11.go,Tier_1,Go,Fintech/Checkout,healthy_active,904,4,3,4,0.68,0,9,14.24,867,45,6,0.491,14.7,0.097,89.94,0.025,0,0,35,2.5,2.6
TD-00611,analytics-etl,analytics-etl/services/core/query_builder_5.py,Tier_3,Python,Data/BI,healthy_active,615,9,9,2,0.99,0,11,14.54,302,57,5,0.461,13.2,0.1,89.49,0.015,0,0,42,7.9,2.4
TD-00612,payment-gateway,payment-gateway/internal/middleware/parser_6.go,Tier_1,Go,Fintech/Checkout,dormant_legacy,1561,34,47,19,18.46,0,24,36.21,139,3,1,0.191,24.5,0.212,23.52,0.135,1,1,91,15.6,8.0
TD-00613,search-indexer,search-indexer/src/main/scala/pipeline/parser_16.scala,Tier_2,Scala,Search/Discovery,legacy_hotspot,4359,99,135,37,33.44,2,16,49.81,2212,150,9,0.782,54.2,0.251,24.86,0.128,8,1,123,25.5,65.3
TD-00614,analytics-etl,analytics-etl/handlers/api/exporter_10.py,Tier_3,Python,Data/BI,average,720,23,27,6,11.61,0,19,14.52,89,8,5,0.461,23.3,0.203,69.56,0.116,1,0,29,10.0,7.1
TD-00615,notification-dispatcher,notification-dispatcher/src/services/query_builder_2.js,Tier_2,Node.js,Communications,legacy_hotspot,2126,54,91,26,15.29,1,37,68.28,2040,65,4,0.722,82.3,0.326,28.53,0.213,5,1,91,40.3,31.1
TD-00616,auth-service,auth-service/internal/middleware/aggregator_18.go,Tier_1,Go,Security/IAM,healthy_active,269,5,5,0,1.46,0,5,13.25,1298,24,4,0.292,5.1,0.112,87.55,0.038,0,0,41,1.4,3.1
TD-00617,payment-gateway,payment-gateway/internal/service/router_6.go,Tier_1,Go,Fintech/Checkout,dormant_legacy,1609,48,53,24,22.55,0,21,54.69,15,0,0,0.08,15.0,0.078,32.94,0.062,0,1,94,6.3,5.2
TD-00618,payment-gateway,payment-gateway/pkg/client/exporter_16.go,Tier_1,Go,Fintech/Checkout,average,650,23,27,12,4.81,0,13,19.44,226,19,4,0.644,16.9,0.094,54.38,0.146,1,0,86,12.7,16.5
TD-00619,order-management,order-management/src/main/java/com/platform/repository/parser_2.java,Tier_1,Java,Core Business,average,837,27,32,12,5.06,0,7,10.2,267,6,4,0.468,34.4,0.114,53.22,0.15,0,0,35,17.5,13.1
TD-00620,payment-gateway,payment-gateway/pkg/storage/rule_engine_20.go,Tier_1,Go,Fintech/Checkout,legacy_hotspot,3166,87,153,33,31.48,3,27,48.6,1224,67,15,0.833,77.1,0.612,34.05,0.262,9,5,159,50.0,68.6
TD-00621,auth-service,auth-service/pkg/storage/dispatcher_15.go,Tier_1,Go,Security/IAM,average,384,17,19,13,4.16,0,10,13.85,493,7,5,0.524,26.8,0.157,47.65,0.128,3,1,51,14.4,17.0
TD-00622,internal-admin-portal,internal-admin-portal/src/state/parser_5.tsx,Tier_3,TypeScript,Backoffice,legacy_hotspot,2780,78,98,32,35.48,1,36,81.83,1989,81,8,0.908,76.1,0.323,7.95,0.355,6,0,141,38.7,29.1
TD-00623,internal-admin-portal,internal-admin-portal/src/state/dispatcher_7.tsx,Tier_3,TypeScript,Backoffice,legacy_hotspot,2048,67,95,80,32.3,5,25,74.08,1342,64,14,0.804,71.9,0.472,25.56,0.365,8,1,134,43.3,44.0
TD-00624,auth-service,auth-service/pkg/storage/manager_15.go,Tier_1,Go,Security/IAM,average,589,16,17,12,10.81,1,6,24.32,225,14,4,0.618,14.3,0.2,50.33,0.143,2,1,55,17.5,13.6
TD-00625,inventory-worker,inventory-worker/handlers/api/processor_11.py,Tier_2,Python,Supply Chain,dormant_legacy,2052,46,68,30,14.07,0,19,49.56,46,1,1,0.101,37.4,0.122,17.21,0.098,0,0,113,13.3,10.7
TD-00626,inventory-worker,inventory-worker/tasks/workers/query_builder_7.py,Tier_2,Python,Supply Chain,average,912,19,20,8,14.56,0,20,34.74,367,8,5,0.403,30.6,0.203,52.83,0.051,0,1,60,14.1,7.8
TD-00627,order-management,order-management/src/main/java/com/platform/util/state_machine_14.java,Tier_1,Java,Core Business,healthy_active,192,14,14,0,0.9,0,11,9.87,1345,31,5,0.364,4.3,0.087,93.21,0.035,0,0,31,5.9,3.1
TD-00628,internal-admin-portal,internal-admin-portal/src/hooks/validator_13.tsx,Tier_3,TypeScript,Backoffice,healthy_active,441,8,8,2,0.82,0,4,11.1,386,45,7,0.581,6.7,0.112,82.65,0.017,0,0,46,4.9,2.6
TD-00629,auth-service,auth-service/internal/service/manager_16.go,Tier_1,Go,Security/IAM,healthy_active,582,11,10,0,1.75,0,5,0.26,384,28,5,0.289,10.8,0.105,81.56,0.078,0,0,31,4.7,7.4
TD-00630,notification-dispatcher,notification-dispatcher/src/controllers/processor_9.js,Tier_2,Node.js,Communications,healthy_active,640,4,4,1,1.04,0,12,2.42,322,22,2,0.451,15.9,0.043,92.71,0.026,0,0,25,3.4,1.8
TD-00631,search-indexer,search-indexer/src/main/scala/engine/legacy_sync_9.scala,Tier_2,Scala,Search/Discovery,dormant_legacy,1800,40,51,18,13.61,0,19,30.3,2,1,1,0.301,12.2,0.06,36.35,0.101,2,0,117,15.5,11.2
TD-00632,notification-dispatcher,notification-dispatcher/src/services/rule_engine_19.js,Tier_2,Node.js,Communications,healthy_active,245,4,4,1,1.46,0,14,11.88,620,21,2,0.391,5.4,0.021,78.99,0.023,0,0,41,6.3,7.5
TD-00633,payment-gateway,payment-gateway/pkg/storage/query_builder_12.go,Tier_1,Go,Fintech/Checkout,legacy_hotspot,3255,78,97,26,45.9,1,31,48.58,1681,70,16,0.948,29.4,0.44,35.66,0.231,6,3,200,32.4,45.4
TD-00634,user-profile-api,user-profile-api/services/core/query_builder_4.py,Tier_2,Python,User Management,legacy_hotspot,3465,161,268,63,13.76,1,38,33.03,1124,100,6,0.91,72.6,0.436,36.79,0.366,7,2,199,43.6,28.7
TD-00635,analytics-etl,analytics-etl/models/data/manager_13.py,Tier_3,Python,Data/BI,average,615,13,14,13,6.95,0,17,11.24,482,8,3,0.327,18.3,0.213,48.32,0.077,0,0,50,14.3,8.2
TD-00636,internal-admin-portal,internal-admin-portal/src/hooks/cache_adapter_4.tsx,Tier_3,TypeScript,Backoffice,average,913,15,19,9,6.04,0,10,27.72,168,19,2,0.605,12.4,0.156,66.83,0.115,4,0,106,20.3,9.8
TD-00637,inventory-worker,inventory-worker/models/data/rule_engine_8.py,Tier_2,Python,Supply Chain,average,520,25,30,8,4.29,0,10,23.14,301,10,4,0.322,23.4,0.118,66.46,0.155,2,1,79,15.1,14.8
TD-00638,user-profile-api,user-profile-api/handlers/api/legacy_sync_5.py,Tier_2,Python,User Management,dormant_legacy,2631,46,60,22,28.27,1,8,26.93,66,1,0,0.052,34.7,0.215,39.8,0.037,2,0,65,16.6,10.7
TD-00639,analytics-etl,analytics-etl/tasks/workers/session_handler_14.py,Tier_3,Python,Data/BI,healthy_active,360,13,14,0,4.15,0,6,13.03,795,23,2,0.35,8.0,0.07,94.82,0.02,0,0,49,7.3,3.4
TD-00640,internal-admin-portal,internal-admin-portal/src/state/exporter_18.tsx,Tier_3,TypeScript,Backoffice,average,1414,23,26,12,10.39,0,10,17.59,237,6,4,0.488,33.6,0.193,54.67,0.101,1,0,30,19.9,7.9
TD-00641,user-profile-api,user-profile-api/handlers/api/query_builder_20.py,Tier_2,Python,User Management,average,777,19,25,9,11.68,0,12,19.14,349,8,2,0.553,23.9,0.14,57.31,0.101,1,1,50,20.4,9.2
TD-00642,auth-service,auth-service/internal/middleware/legacy_sync_17.go,Tier_1,Go,Security/IAM,healthy_active,730,11,11,0,3.61,0,14,9.44,1046,58,7,0.328,10.1,0.091,78.24,0.032,1,0,43,6.3,5.8
TD-00643,notification-dispatcher,notification-dispatcher/src/routes/parser_19.js,Tier_2,Node.js,Communications,average,499,19,19,7,12.28,0,17,32.88,303,11,3,0.327,31.1,0.209,46.78,0.088,3,0,49,14.5,8.3
TD-00644,auth-service,auth-service/pkg/handler/state_machine_18.go,Tier_1,Go,Security/IAM,average,1940,14,17,6,5.55,0,8,34.75,180,13,2,0.412,25.7,0.181,61.51,0.134,0,0,72,17.6,10.6
TD-00645,internal-admin-portal,internal-admin-portal/src/components/forms/rule_engine_18.tsx,Tier_3,TypeScript,Backoffice,legacy_hotspot,2934,69,117,42,38.42,2,32,45.98,1459,60,15,0.699,49.4,0.487,16.19,0.126,5,1,155,32.4,34.5
TD-00646,order-management,order-management/src/main/java/com/platform/controller/session_handler_17.java,Tier_1,Java,Core Business,average,686,24,28,12,12.63,0,18,17.54,568,8,3,0.331,27.4,0.102,57.43,0.115,3,0,74,8.6,16.1
TD-00647,analytics-etl,analytics-etl/services/core/query_builder_7.py,Tier_3,Python,Data/BI,healthy_active,342,17,18,2,0.66,0,3,8.3,478,29,3,0.224,17.4,0.035,91.42,0.055,0,0,36,3.4,5.6
TD-00648,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/util/validator_17.java,Tier_3,Java,Reporting,healthy_active,217,3,2,1,1.07,0,14,11.46,529,67,6,0.295,13.7,0.098,82.3,0.028,0,0,42,4.8,2.2
TD-00649,analytics-etl,analytics-etl/services/core/legacy_sync_5.py,Tier_3,Python,Data/BI,healthy_active,374,10,10,0,4.8,0,9,3.12,871,19,2,0.507,11.1,0.105,91.52,0.065,1,0,40,6.2,7.5
TD-00650,internal-admin-portal,internal-admin-portal/src/state/legacy_sync_19.tsx,Tier_3,TypeScript,Backoffice,healthy_active,523,15,15,4,2.48,0,3,1.58,311,26,2,0.484,12.9,0.115,81.73,0.079,1,0,22,5.3,5.5
TD-00651,payment-gateway,payment-gateway/internal/middleware/legacy_sync_10.go,Tier_1,Go,Fintech/Checkout,average,1035,24,26,10,12.79,0,10,23.41,179,5,4,0.424,31.8,0.081,68.94,0.109,2,0,74,20.4,17.8
TD-00652,payment-gateway,payment-gateway/pkg/client/dispatcher_1.go,Tier_1,Go,Fintech/Checkout,average,471,15,17,4,14.91,0,11,14.27,372,17,5,0.61,17.9,0.207,72.28,0.092,0,0,55,12.7,17.1
TD-00653,user-profile-api,user-profile-api/tasks/workers/validator_2.py,Tier_2,Python,User Management,legacy_hotspot,1787,82,111,33,18.6,2,25,68.06,1130,47,16,0.661,29.9,0.49,31.09,0.33,8,2,184,58.9,40.7
TD-00654,search-indexer,search-indexer/src/main/scala/index/cache_adapter_3.scala,Tier_2,Scala,Search/Discovery,average,887,15,20,12,10.79,0,19,21.72,376,11,4,0.648,27.8,0.191,45.83,0.137,0,0,76,22.0,15.3
TD-00655,internal-admin-portal,internal-admin-portal/src/pages/admin/parser_3.tsx,Tier_3,TypeScript,Backoffice,dormant_legacy,1105,52,77,12,25.86,1,21,40.24,25,1,0,0.235,18.6,0.15,43.02,0.084,1,1,55,10.2,9.4
TD-00656,analytics-etl,analytics-etl/services/core/dispatcher_14.py,Tier_3,Python,Data/BI,healthy_active,860,5,4,1,2.88,0,5,10.09,675,37,5,0.278,15.8,0.102,95.75,0.03,0,0,20,7.2,2.6
TD-00657,order-management,order-management/src/main/java/com/platform/controller/exporter_14.java,Tier_1,Java,Core Business,average,981,17,22,13,14.58,1,8,12.22,376,18,3,0.635,17.9,0.207,66.77,0.129,3,0,65,13.6,18.4
TD-00658,notification-dispatcher,notification-dispatcher/src/lib/legacy_sync_13.js,Tier_2,Node.js,Communications,healthy_active,538,14,15,0,2.94,0,11,9.84,455,56,4,0.275,14.1,0.087,91.47,0.023,0,0,28,6.3,6.2
TD-00659,search-indexer,search-indexer/src/main/scala/engine/query_builder_18.scala,Tier_2,Scala,Search/Discovery,legacy_hotspot,1975,56,88,73,18.16,3,21,59.2,784,42,17,0.85,61.6,0.615,16.82,0.182,8,4,201,51.0,64.3
TD-00660,order-management,order-management/src/main/java/com/platform/repository/validator_6.java,Tier_1,Java,Core Business,healthy_active,221,16,16,1,4.02,0,10,5.76,680,44,3,0.257,13.7,0.054,82.69,0.077,1,0,45,6.1,5.2
TD-00661,internal-admin-portal,internal-admin-portal/src/state/client_pool_5.tsx,Tier_3,TypeScript,Backoffice,dormant_legacy,1353,65,85,44,20.14,2,15,54.19,29,0,0,0.253,29.3,0.068,18.96,0.034,1,0,111,14.2,8.8
TD-00662,user-profile-api,user-profile-api/services/core/exporter_1.py,Tier_2,Python,User Management,healthy_active,828,13,14,0,2.23,0,8,12.78,499,65,6,0.587,10.5,0.102,90.59,0.078,1,0,27,5.7,4.7
TD-00663,inventory-worker,inventory-worker/utils/helpers/query_builder_18.py,Tier_2,Python,Supply Chain,average,775,13,15,4,10.0,1,16,11.72,507,8,4,0.624,29.9,0.123,61.86,0.149,2,0,82,8.8,19.3
TD-00664,search-indexer,search-indexer/src/main/scala/pipeline/router_8.scala,Tier_2,Scala,Search/Discovery,healthy_active,581,15,16,5,2.95,0,3,4.73,773,29,2,0.438,15.0,0.095,88.29,0.032,1,0,41,6.6,4.3
TD-00665,user-profile-api,user-profile-api/utils/helpers/session_handler_5.py,Tier_2,Python,User Management,legacy_hotspot,3143,94,165,46,39.98,2,30,30.33,1428,51,6,0.924,57.1,0.419,12.61,0.349,6,2,125,42.2,29.7
TD-00666,inventory-worker,inventory-worker/handlers/api/parser_4.py,Tier_2,Python,Supply Chain,legacy_hotspot,2363,73,117,23,37.4,3,24,28.99,660,70,8,0.829,89.6,0.266,17.52,0.385,14,1,218,30.6,78.7
TD-00667,payment-gateway,payment-gateway/pkg/client/rule_engine_1.go,Tier_1,Go,Fintech/Checkout,healthy_active,676,8,8,1,1.18,0,10,0.35,243,19,7,0.236,16.4,0.111,79.89,0.079,0,0,46,0.7,1.0
TD-00668,user-profile-api,user-profile-api/handlers/api/validator_4.py,Tier_2,Python,User Management,average,523,13,14,9,15.29,0,15,11.6,256,18,5,0.534,22.4,0.187,69.64,0.121,2,0,91,9.6,19.3
TD-00669,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/service/legacy_sync_20.java,Tier_3,Java,Reporting,healthy_active,402,3,3,5,3.45,0,5,7.37,983,34,3,0.227,13.6,0.025,82.51,0.035,0,0,30,4.9,3.9
TD-00670,payment-gateway,payment-gateway/internal/service/cache_adapter_2.go,Tier_1,Go,Fintech/Checkout,healthy_active,328,8,9,2,0.17,0,4,13.69,821,57,5,0.458,6.2,0.044,86.32,0.023,0,0,35,3.9,4.6
TD-00671,search-indexer,search-indexer/src/main/scala/index/aggregator_18.scala,Tier_2,Scala,Search/Discovery,average,545,19,20,8,6.3,0,20,20.17,223,7,2,0.385,18.2,0.208,60.0,0.12,0,0,72,12.9,10.5
